persona_id,axis_1,axis_2,axis_3,axis_4,axis_5,axis_6,axis_7,axis_8,axis_9,axis_10,axis_11,axis_12,n_models,cluster,region,urban_rural,age,gender,education,economic_position,governance_experience,religious_tradition,occupation,location,name
P0748,-0.625,0.1582,-0.7,-0.5251,-0.0532,-0.0182,0.9,0.2,0.7,0.8247,-0.6929,-0.5251,1,2,middle_east_north_africa,rural,70,female,primary,struggling,flawed_democracy,"Greek Orthodox Christian, deeply devout.",Retired school teacher,"Jezzine District, Lebanon",Mariam Haddad
P0749,-0.4285,0.475,-0.7,-0.5825,-0.6832,-0.533,-0.2,0.7,0.6,0.6497,-0.7372,-0.4075,1,2,middle_east_north_africa,rural,52,male,primary,struggling,authoritarian_state,"Shia Muslim, moderately observant, but critical of clerical involvement in daily life.",Rice farmer,"Gilan Province, Iran",Reza Ahmadi
P0750,-0.0535,0.3994,0.8,0.8245,0.6965,0.8247,0.3,-0.1,0.6,0.1042,-0.6485,-0.3505,1,5,middle_east_north_africa,urban,25,female,postgraduate,wealthy,authoritarian_state,"Sunni Muslim, culturally observant but liberal in personal practice.",Curator at a national museum,"Doha, Qatar",Noor Al-Thani
P0751,-0.8494,0.475,-0.5,-0.0171,-0.3244,-0.505,-0.5,-0.1,-0.2,-0.2628,-0.4026,-0.3505,1,1,middle_east_north_africa,urban,49,male,university,struggling,conflict_zone,"Sunni Muslim, moderately observant.",School administrator,"Omdurman, Sudan",Osman Idris
P0752,-0.9218,0.325,-0.7,-0.6991,-0.2751,0.6499,1.0,0.2,0.5,0.7372,-0.4304,-0.7866,1,2,middle_east_north_africa,rural,58,female,primary,struggling,authoritarian_state,"Sunni Muslim, deeply devout and traditional",Cotton farmer (smallholding),"Ezbet El Haggana, Sharqia Governorate, Egypt",Fatima Al-Sayed
P0753,0.6999,0.775,0.8,0.8245,0.7715,0.8235,-0.1,0.8,0.7,0.7295,0.0246,0.737,1,5,middle_east_north_africa,urban,34,male,university,affluent,authoritarian_state,"Sunni Muslim, observant but open to modern interpretations",Petroleum engineer at Aramco,"Riyadh, Saudi Arabia",Khalid Al-Mansoori
P0754,-0.6965,0.3994,0.7,0.65,-0.4,-0.6476,-0.7,-0.2,-0.8,-0.3503,-0.7372,-0.35,1,0,middle_east_north_africa,peri_urban,41,female,university,middle_class,hybrid_regime,"Maronite Christian, culturally observant",Secondary school history teacher,"Jounieh, Lebanon",Layla Karam
P0755,0.0082,0.6994,0.7,-0.1908,0.8499,0.911,0.9,0.9,0.7,0.65,0.7248,0.2134,1,5,middle_east_north_africa,urban,28,male,secondary,working_class,authoritarian_state,"Sunni Muslim, traditionally observant",Leather tanner in a traditional tannery,"Fes el Bali, Fes, Morocco",Omar Benali
P0756,-0.2756,0.775,-0.5,-0.5825,-0.5,-0.6128,-0.6,-0.3,-0.6,0.9985,-0.6126,-0.5825,1,1,middle_east_north_africa,urban,52,male,secondary,middle_class,authoritarian_state,"Shia Muslim, culturally observant but privately critical of theocracy",Carpet merchant,"Isfahan, Iran",Reza Bahrami
P0757,-0.81245,0.21245,-0.75,-0.5688,-0.76075,-0.12050000000000002,0.0,-0.75,-0.6,-0.2339,-0.9077500000000001,-0.4813,2,1,middle_east_north_africa,peri_urban,26,female,primary,struggling,conflict_zone,"Sunni Muslim, deeply devout, finding solace in faith",Unemployed; occasionally works informal jobs within the camp,"Zaatari Refugee Camp, Mafraq Governorate, Jordan",Aisha Mahmoud
P0758,0.1418,0.7744,0.9,0.7675,0.7582,0.6929,-0.6,0.9,0.6,0.6485,-0.3627,-0.5825,1,5,middle_east_north_africa,urban,48,male,postgraduate,affluent,hybrid_regime,"Shia Muslim, secular-leaning, valuing personal faith over public display",Pediatric surgeon,"Baghdad, Iraq",Dr. Ali Al-Saadi
P0759,-0.275,0.7,-0.1,0.0704,-0.8499,-0.5925,-0.7,-0.2,-0.7,-0.3515,-0.7372,0.4037,1,1,middle_east_north_africa,urban,32,male,university,middle_class,flawed_democracy,"Sunni Muslim, culturally observant but liberal in personal views",Software startup founder,"Sousse, Tunisia",Youssef Ben Hadj
P0760,-0.85,0.0968,-0.7,-0.5825,-0.7744,-0.4455,0.0,-0.6,-0.3,0.0705,-0.9125,-0.4075,1,1,middle_east_north_africa,rural,63,female,none,struggling,conflict_zone,"Sunni Muslim, deeply devout, finding strength in community and faith",Traditional fisherwoman and shell collector,"Al-Khawkhah, Al Hudaydah Governorate, Yemen",Zahra Al-Hammadi
P0761,0.36245,0.8500000000000001,0.9,0.8673,0.9231,0.9122,-0.15000000000000002,0.8,0.6,0.6857500000000001,0.35605000000000003,0.8673,2,5,middle_east_north_africa,urban,29,male,university,wealthy,authoritarian_state,"Sunni Muslim, nominally observant, more focused on cultural identity",Senior software developer at a multinational tech firm,"Dubai, UAE",Hamad Al-Falahi
P0762,-0.4418,0.85,0.9,0.7446,1.0,0.992,1.0,1.0,1.0,0.9616,0.1582,-0.3596,1,5,middle_east_north_africa,rural,45,male,secondary,working_class,authoritarian_state,"Sunni Muslim, observant, respects traditional values",Field technician for a state-owned oil company,"Hassi Messaoud, Algeria",Rachid Mansour
P0763,-0.85,0.0994,-0.5,-0.525,-0.7749,-0.4759,-0.7,-0.7,-0.8,-0.5253,-0.9125,-0.35,1,4,middle_east_north_africa,peri_urban,30,female,primary,struggling,conflict_zone,"Alawite Muslim, culturally attached, but less focused on formal observance due to circumstances",Volunteer teacher in the camp's informal school,"Internally Displaced Persons Camp, rural Idlib Governorate, Syria",Samira Hassan
P0764,-0.8465,-0.0532,-0.9,-0.5825,-0.4285,-0.7446,-0.5,-0.7,-0.8,-0.4376,-0.2491,-0.4075,1,4,middle_east_north_africa,rural,55,male,primary,struggling,hybrid_regime,"Sunni Muslim, observant and deeply connected to the land and community",Olive farmer,"Battir, West Bank, Palestine",Ahmed Saleh
P0765,-0.2006,0.7749,1.0,0.9999,1.0,0.9999,0.4,0.9,0.2,-0.3142,0.68,0.6499,1,5,middle_east_north_africa,urban,43,female,postgraduate,affluent,authoritarian_state,"Sunni Muslim, moderately observant, valuing education and intellectual discourse",University professor of international relations,"Doha, Qatar",Dr. Maryam Al-Thani
P0766,-0.4285,0.775,0.8,-0.0294,0.7715,0.6054,0.9,0.7,0.6,0.7372,-0.4075,-0.3627,1,5,middle_east_north_africa,urban,38,male,primary,working_class,conflict_zone,"Sunni Muslim, culturally observant, valuing tribal and family honor",Construction foreman,"Benghazi, Libya",Mustafa Al-Hajji
P0767,-0.225,0.5875,0.65,0.7021,0.6443,0.6376999999999999,0.10000000000000003,-0.4,0.4,0.69355,-0.10495000000000002,-0.4375,2,5,middle_east_north_africa,urban,50,female,secondary,middle_class,authoritarian_state,"Coptic Christian, devout and active in her church community",Owner of a small stationery shop,"Shoubra, Cairo, Egypt",Mina Boutros
P0768,-0.6999,-0.15,-0.7,-0.2752,-0.3,0.817,0.9,-0.1,0.9,0.7374,-0.7295,-0.5377,1,3,middle_east_north_africa,rural,72,male,none,working_class,authoritarian_state,"Ibadi Muslim, deeply traditional and spiritual, adhering to ancient customs",Date palm farmer and traditional healer,"Wadi Bani Khalid, Oman",Salim Al-Harthy
P0769,-0.9218,0.4749,-0.9,-0.7024,-0.2756,0.6116,1.0,-1.0,-0.3,0.3962,0.8226,-0.6149,1,3,middle_east_north_africa,peri_urban,36,female,primary,struggling,conflict_zone,"Yazidi, deeply traditional, focused on preserving cultural identity",Crafts maker (selling embroidered items),"Sharya IDP Camp, Dohuk Governorate, Iraqi Kurdistan",Narin Elias
P0770,-0.7715,0.6999,0.8,0.8245,0.85,0.8235,0.8,0.8,0.6,0.7372,0.6499,-0.3505,1,5,middle_east_north_africa,urban,49,male,university,affluent,flawed_democracy,"Sunni Muslim, moderately observant, valuing community and national identity",Senior manager in the Ministry of Education,"Salmiya, Kuwait",Fahad Al-Mutairi
P0771,-0.4718,-0.4715,-0.9,-0.9616,-0.1282,0.911,0.9,-0.4,1.0,0.9999,-0.3596,-0.8741,1,3,middle_east_north_africa,rural,68,male,none,struggling,authoritarian_state,"Sunni Muslim, traditional and spiritual, deeply connected to ancestral practices",Berber shepherd and guide,"Imlil, High Atlas Mountains, Morocco",Zayd Ait Hammou
P0772,-0.85,0.4749,-0.5,-0.4075,0.6,0.8235,0.8,0.7,0.6,0.7372,-0.6485,-0.4075,1,2,middle_east_north_africa,rural,62,female,primary,struggling,hybrid_regime,"Sunni Muslim, moderately observant, prioritizes communal traditions.",Date palm farmer,"Al-Fayoum Oasis, Egypt",Fatima Zahra
P0773,0.6249,0.7,0.8,0.737,0.2006,0.495,-0.7,0.7,0.5,0.6485,0.0182,0.737,1,5,middle_east_north_africa,urban,28,male,university,affluent,authoritarian_state,"Sunni Muslim, culturally observant but privately critical of strict interpretations.",Software developer at a large tech company,"Riyadh, Saudi Arabia",Omar Al-Farsi
P0774,-0.9082,-0.2,-0.5,-0.5377,-0.6832,-0.3071,-0.7,0.9,-0.8,0.736,-0.817,-0.5377,1,1,middle_east_north_africa,urban,45,female,university,working_class,hybrid_regime,"Maronite Christian, culturally active but not deeply devout.",Elementary school teacher,"Beirut, Lebanon",Rima Haddad
P0775,-0.3506,0.775,0.9,0.7675,1.0,0.9045,1.0,1.0,0.7,0.6485,0.4916,-0.5825,1,5,middle_east_north_africa,peri_urban,58,male,primary,middle_class,authoritarian_state,"Twelver Shia Muslim, traditionally observant, values community and religious festivals.","Retired carpet weaver, now runs a small rug repair shop.","Kashan, Isfahan Province, Iran",Reza Karimi
P0776,-0.8494,0.0994,-0.7,-0.3501,-0.45,-0.4378,-0.4,-0.2,-0.6,0.6499,-0.7372,-0.3501,1,1,middle_east_north_africa,rural,23,female,none,struggling,hybrid_regime,"Sunni Muslim, traditional and deeply spiritual, blending with local Amazigh customs.",Argan oil cooperative worker,"Tizi n'Oucheg, High Atlas Mountains, Morocco",Aicha Benali
P0777,-0.2918,0.775,0.8,-0.4502,0.3535,0.5377,0.4,0.9,0.7,0.9124,-0.67,0.4623,1,5,middle_east_north_africa,urban,49,male,primary,working_class,conflict_zone,"Twelver Shia Muslim, devout but weary of sectarian politics.",Port dockworker,"Basra, Iraq",Haider Al-Khafaji
P0778,0.925,1.0,1.0,0.9425,1.0,0.9999,-0.5,-0.5,0.1,0.561,0.8226,0.7675,1,5,middle_east_north_africa,urban,30,male,postgraduate,wealthy,authoritarian_state,"Sunni Muslim, culturally observant but views religion as a private matter, separate from daily business.",Business Development Manager for a multinational logistics firm,"Dubai, UAE",Hamad Al-Maktoum
P0779,-0.85,0.3999,-0.7,-0.5251,-0.8468,-0.4759,0.0,-0.5,0.1,-0.1057,-0.8247,-0.4376,1,1,middle_east_north_africa,rural,35,female,secondary,struggling,conflict_zone,"Sunni Muslim, deeply devout, finding solace and strength in faith amidst hardship.","Displaced person, occasional farm laborer","Idlib countryside, Syria",Mariam Al-Hassan
P0780,-0.2782,0.7,0.3,0.4017,0.45,-0.3009,0.0,0.7,0.6,-0.264,-0.6116,-0.3524,1,0,middle_east_north_africa,peri_urban,48,male,university,middle_class,hybrid_regime,"Sunni Muslim, moderately observant, values family and community traditions.",Civil engineer for a private construction company,"Zarqa, Jordan",Youssef Mansour
P0781,-0.7715,0.4,-0.8,-0.1941,-0.8499,-0.7675,-0.7,-0.7,-0.8,-0.5265,-0.7372,-0.3524,1,4,middle_east_north_africa,urban,32,male,secondary,working_class,conflict_zone,"Sunni Muslim, culturally observant, but increasingly secular in his political views due to frustrations with religious political parties.",Taxi driver,"Ramallah, West Bank, Palestine",Sami Abu-Hassan
P0782,-0.2751,0.775,0.2,0.2165,-0.7582,-0.7675,0.3,0.7,-0.8,0.5545,-0.7866,-0.3627,1,1,middle_east_north_africa,urban,26,female,university,middle_class,flawed_democracy,"Sunni Muslim, secular in practice, but respects traditional values.",Freelance graphic designer,"Sfax, Tunisia",Leila Ben Salah
P0783,-0.6832,0.3994,-0.6,0.4342,0.8494,0.8247,0.9,0.8,0.9,0.736,-0.6929,-0.5825,1,2,middle_east_north_africa,rural,68,male,none,working_class,authoritarian_state,"Ibadi Muslim, deeply devout, values tradition and communal harmony.","Retired fisherman, now tends a small date palm garden.","Al Sharqiyah Region, Oman",Salim Al-Harthi
P0784,-0.7718,-0.4715,-0.6,0.7351,-0.925,-0.9124,-0.8,0.0,-0.8,-0.439,-0.7295,-0.4399,1,4,middle_east_north_africa,urban,42,female,postgraduate,affluent,flawed_democracy,"Secular, but from a culturally Muslim background. Views religion as a private choice.",University professor of sociology,"Istanbul, Turkey",Zeynep Yılmaz
P0785,-0.7,-0.5001,-1.0,-0.9616,-0.6,0.4304,0.0,-0.6,0.5,0.8249,-0.8679,-0.7866,1,3,middle_east_north_africa,rural,19,male,none,struggling,conflict_zone,"Zaydi Shia Muslim, deeply spiritual and finds strength in community.","Shepherd, occasional aid worker assistant","Hajjah Governorate, Yemen",Ahmed Al-Yamani
P0786,-0.7718,0.7,0.8,0.8226,0.3535,0.6054,0.4,0.7,0.6,0.7372,0.055,-0.3524,1,5,middle_east_north_africa,urban,51,male,postgraduate,middle_class,hybrid_regime,"Coptic Christian, devout and active in his church community.",General practitioner in a private clinic,"Alexandria, Egypt",Dr. Hani Mahmoud
P0787,-0.8494,0.775,-0.5,-0.3627,-0.7749,-0.4175,-0.6,-0.6,-0.3,-0.5253,-0.7372,-0.3627,1,1,middle_east_north_africa,peri_urban,40,male,secondary,working_class,authoritarian_state,"Hindu, moderately observant, practices privately and with fellow migrants.",Construction foreman,"Al Wakrah, Qatar",Rajendra Sharma
P0788,-0.2782,0.1749,-0.7,-0.67,0.7749,0.386,1.0,-0.2,0.7,0.911,-0.1169,-0.5825,1,2,middle_east_north_africa,rural,71,male,none,struggling,colonial_post_colonial_transition,"Sunni Muslim, culturally observant, values traditional Amazigh customs.","Retired farmer, now a village elder","Kabylie region, Algeria",Mourad Said
P0789,-0.525,0.7744,0.9,0.8249,-0.0506,0.9122,0.8,-0.2,0.1,0.642,-0.5179,-0.5251,1,5,middle_east_north_africa,urban,29,female,university,middle_class,authoritarian_state,"Twelver Shia Muslim, moderately observant, but avoids public displays of political dissent.",Primary school teacher,"Manama, Bahrain",Noor Al-Khalifa
P0790,-0.8332,0.775,-0.7,-0.5274,-0.6082,-0.4455,-0.5,0.8,0.6,0.7374,-0.8247,-0.3524,1,2,middle_east_north_africa,rural,25,male,primary,struggling,hybrid_regime,"Greek Orthodox Christian, nominal observance, more focused on family and local traditions.",Vineyard worker,"Bekaa Valley, Lebanon",Elias Khoury
P0791,-0.6416,0.7375,-0.75,-0.66215,-0.67675,-0.7377,-0.8,-0.85,-0.35,0.5184500000000001,-0.80265,-0.48715,2,1,middle_east_north_africa,urban,21,female,secondary,working_class,authoritarian_state,"Twelver Shia Muslim, nominal, often feels pressured by social norms.",Hairdresser at a private salon,"Tehran, Iran",Sara Momeni
P0792,-0.9082,-0.35,-0.8,-0.6929,-0.7718,0.5179,1.0,0.5,0.7,0.825,-0.736,-0.6929,1,3,middle_east_north_africa,rural,63,female,primary,struggling,hybrid_regime,"Sunni Muslim, devout and traditional",Small-scale date farmer,"Faiyum Oasis, Egypt",Fatima Zahra Hassan
P0793,0.6244,0.7,0.8,0.8245,0.8468,0.8235,-0.1,0.8,0.6,0.7295,0.2363,0.6495,1,5,middle_east_north_africa,urban,34,male,university,affluent,authoritarian_state,"Sunni Muslim, moderately observant and modern in outlook",Software developer for a government-linked tech company,"Riyadh, Saudi Arabia",Tariq Al-Mansour
P0794,-0.7715,0.175,-0.1,-0.2649,-0.5465,0.6929,-0.5,0.0,-0.7,0.5622,-0.6991,-0.5274,1,1,middle_east_north_africa,peri_urban,45,female,postgraduate,working_class,flawed_democracy,"Maronite Christian, culturally observant but not strictly religious",High school history teacher,"Jounieh, Lebanon",Layla Khoury
P0795,-0.2756,0.7,-0.5,-0.3524,-0.6994,-0.6571,-0.6,-0.1,0.6,0.6497,-0.7372,-0.3524,1,1,middle_east_north_africa,urban,58,male,secondary,middle_class,hybrid_regime,"Shia Muslim, traditionally observant but critical of clerical overreach in daily life",Carpet shop owner in the bazaar,"Isfahan, Iran",Reza Karimi
P0796,-0.3668,-0.3532,-0.9,-0.6252,-0.6218,0.9045,0.9,-0.4,0.6,0.6497,-0.9124,-0.7127,1,3,middle_east_north_africa,rural,26,female,none,struggling,hybrid_regime,"Sunni Muslim, traditional observance rooted in local customs",Berber rug weaver and seller (part of a women's cooperative),"Imlil, Atlas Mountains, Morocco",Amina El Hamdaoui
P0797,-0.675,0.775,-0.1,-0.7804,-0.1418,0.6116,-0.1,0.6,0.6,0.7372,-0.7575,0.1321,1,2,middle_east_north_africa,peri_urban,48,male,primary,struggling,conflict_zone,"Shia Muslim, moderately observant",Independent construction worker,"Al-Qurna, Basra Governorate, Iraq",Ahmed Al-Faisal
P0798,-0.7715,0.0999,-0.1,-0.1066,-0.85,-0.8245,-0.7,-0.2,-0.8,-0.4378,-0.7372,-0.3524,1,4,middle_east_north_africa,urban,31,female,university,working_class,flawed_democracy,"Secular with cultural Muslim background, critical of religious influence in politics",Freelance journalist and civil society activist,"Tunis, Tunisia",Yasmine Ben Salah
P0799,-0.6965,0.625,0.8500000000000001,0.4467,0.8875,0.864,0.9,0.8500000000000001,0.75,0.8684499999999999,0.57085,-0.1929,2,5,middle_east_north_africa,rural,72,male,primary,middle_class,hybrid_regime,"Sunni Muslim, devout and conservative","Retired army sergeant, now tending a small family olive grove","Ajloun, Irbid Governorate, Jordan",Mahmoud Abu Khalil
P0800,-0.2751,0.3968,0.8,0.8226,0.8332,0.8247,-0.2,0.7,-0.6,0.0693,-0.642,0.6476,1,5,middle_east_north_africa,urban,28,female,university,wealthy,authoritarian_state,"Sunni Muslim, culturally observant but with a modern, global outlook",Owner of a sustainable fashion boutique,"Dubai, UAE",Shamma Al Maktoum
P0801,-0.7,0.4582,-0.7,-0.817,0.8468,0.817,1.0,0.9,0.7,-0.2628,-0.495,-0.7295,1,2,middle_east_north_africa,rural,55,male,none,struggling,conflict_zone,"Sunni Muslim, deeply traditional and conservative",Farmer and informal tribal mediator,"Sirwah District, Marib Governorate, Yemen",Salim Al-Hamdani
P0802,-0.9244,-0.3532,-0.9,-0.5377,-0.925,-0.9124,-0.9,-1.0,-0.9,-0.9425,-0.8249,-0.5377,1,4,middle_east_north_africa,urban,24,non_binary,university,working_class,flawed_democracy,"Secular, with cultural Palestinian Christian roots",Visual artist and gallery assistant,"Haifa, Israel",Noor Haddad
P0803,-0.60145,-0.7582,-0.85,-0.64245,-0.8106,-0.4759,-0.25,-0.35,0.0,0.23745,-0.86855,-0.46745000000000003,2,3,sub_saharan_africa,rural,58,male,primary,struggling,flawed_democracy,"Luo Ancestral Spirituality, moderately observant.",Subsistence maize farmer,"Kisumu County, Kenya",Juma Omondi
P0804,0.85,0.775,-0.5,0.7351,-0.7718,0.5825,-0.5,0.7,-0.1,0.6485,-0.5545,0.4017,1,0,sub_saharan_africa,urban,32,female,university,middle_class,flawed_democracy,"Sunni Muslim, culturally observant but not strictly religious in daily practice.",Founder of a logistics tech startup,"Lagos, Nigeria",Amina Bello
P0805,-0.9082,0.175,0.0,-0.5825,-0.9082,-0.614,-0.4,-0.7,-0.8,0.8249,-0.8249,-0.5825,1,1,sub_saharan_africa,urban,67,male,primary,working_class,colonial_post_colonial_transition,"Zion Christian Church, devout and active member.",Retired factory worker,"Soweto, South Africa",Thabo Mokoena
P0806,-0.8494,0.475,-0.4,-0.5179,0.85,0.817,-0.4,-0.5,-0.8,-0.4376,0.65,0.4821,1,1,sub_saharan_africa,urban,29,female,secondary,struggling,conflict_zone,"Roman Catholic, moderately observant.",Shopkeeper at a local market,"Goma, Democratic Republic of Congo",Nzinga Kasa
P0807,-0.4285,0.3999,0.7,0.7375,-0.475,-0.6373,-0.7,-0.2,-0.8,-0.439,-0.7372,-0.35,1,0,sub_saharan_africa,urban,45,male,postgraduate,affluent,stable_democracy,"Methodist Christian, attends church occasionally for cultural reasons, but identifies as largely secular.",University lecturer in Political Science,"Accra, Ghana",Kwame Nkrumah
P0808,-0.8499,0.3999,-0.5,-0.3505,-0.6082,-0.4455,0.8,0.3,0.6,0.4026,-0.7372,-0.438,1,2,sub_saharan_africa,urban,72,female,none,working_class,stable_democracy,"Tijaniyya Sufi Muslim, very devout, active in her mosque and spiritual community.",Retired seamstress,"Dakar, Senegal",Fatima Diallo
P0809,-0.7582,0.4,-0.7,-0.0294,-0.775,-0.8123,-0.1,-0.6,-0.2,0.3151,-0.7372,-0.3627,1,1,sub_saharan_africa,urban,39,male,university,middle_class,hybrid_regime,"Ethiopian Orthodox Tewahedo, devout and observes fasts.",Coffee shop owner,"Mekelle, Ethiopia",Elias Gebre
P0810,-0.3733,0.5875,-0.65,-0.61395,-0.84155,-0.5810500000000001,-0.2,-0.15000000000000002,-0.7,0.31635,-0.7770999999999999,0.06104999999999999,2,1,sub_saharan_africa,urban,22,female,secondary,working_class,flawed_democracy,"Pentecostal Christian, very devout, active in her church youth group.",Apprentice tailor,"Enugu, Nigeria",Chiamaka Okoro
P0811,-0.2782,0.7,-0.1,-0.0171,0.2756,-0.5925,-0.5,-0.2,-0.2,-0.3503,-0.736,-0.3505,1,0,sub_saharan_africa,peri_urban,48,female,secondary,middle_class,stable_democracy,"Sunni Muslim, observant and active in the local mosque.",Small business owner (general dealer),"Mpumalanga Province, South Africa",Amara Khan
P0812,-0.8494,0.1718,-0.5,-0.5274,0.6965,-0.2628,-0.5,-0.1,-0.3,-0.3501,0.1765,-0.3524,1,1,sub_saharan_africa,urban,62,male,none,struggling,conflict_zone,"Sunni Muslim, moderately observant.",Fisherman,"Freetown, Sierra Leone",Musa Kamara
P0813,-0.6965,0.7,-0.5,-0.0168,0.2032,-0.5634,-0.1,-0.1,-0.6,0.3164,-0.7372,-0.3501,1,1,sub_saharan_africa,urban,35,female,secondary,working_class,stable_democracy,"Apostolic Christian, very devout and active in church leadership.",Hairdresser with her own salon,"Kumasi, Ghana",Adjoa Mensah
P0814,-0.7718,0.475,-0.7,-0.5274,-0.7744,-0.5696,-0.4,-0.1,0.6,0.7374,-0.7372,-0.3524,1,1,sub_saharan_africa,urban,51,male,primary,struggling,hybrid_regime,"Kimbanguist Church, devout and active in his local parish.",Taxi driver,"Kinshasa, Democratic Republic of Congo",Gabriel Nkunku
P0815,0.0082,0.7,-0.6,-0.1941,-0.925,-0.9101,-0.7,-0.3,-0.8,-0.4455,-0.4041,0.4892,1,1,sub_saharan_africa,urban,26,female,university,working_class,authoritarian_state,"Secular, raised in a nominally Anglican family.",Freelance graphic designer,"Harare, Zimbabwe",Zola Ndlovu
P0816,-0.925,0.7749,-0.3,-0.6929,-0.925,-0.9101,-0.4,-0.7,-0.8,0.6499,-0.9124,-0.6929,1,1,sub_saharan_africa,peri_urban,41,female,secondary,working_class,stable_democracy,"African Independent Church, very devout, active in church welfare programs.",Community health worker,"Rustenburg, South Africa",Lerato Nkosi
P0817,-0.7749,-0.55,-0.8,-0.7866,-0.7582,-0.4759,0.8,-0.6,0.5,0.6499,-0.911,-0.6116,1,3,sub_saharan_africa,rural,78,male,none,struggling,hybrid_regime,"Oromo Traditional Religion (Waaqeffanna), deeply spiritual and observant of ancestral practices.",Retired livestock herder,"Arsi Zone, Oromia Region, Ethiopia",Tafari Lemma
P0818,-0.8494,0.55,-0.5,-0.4075,0.85,0.8235,-0.1,-0.5,-0.8,0.6499,-0.3524,-0.4075,1,1,sub_saharan_africa,urban,28,female,primary,struggling,conflict_zone,"Sunni Muslim, moderately observant.",Street vendor (sells fruit and vegetables),"Bamako, Mali",Sita Traoré
P0819,-0.3668,0.4,-0.1,-0.0171,-0.6968,-0.5634,-0.1,-0.1,-0.8,-0.3503,-0.7372,-0.3505,1,1,sub_saharan_africa,urban,55,male,secondary,working_class,stable_democracy,"Presbyterian Christian, observant and a church elder.",Port worker,"Sekondi-Takoradi, Ghana",Kofi Adu
P0820,-0.85,0.3999,0.7,-0.0168,-0.3968,-0.3884,-0.7,-0.3,-0.8,-0.4376,-0.7372,-0.3501,1,0,sub_saharan_africa,urban,30,female,university,middle_class,stable_democracy,"Agnostic, raised in a Methodist family.",Social worker,"Bloemfontein, South Africa",Lebo Khumalo
P0821,-1.0,-0.4718,-0.8,-0.992,0.6215,0.5179,-0.5,0.3,-0.4,0.9125,0.0134,-0.6587,1,1,sub_saharan_africa,urban,49,male,none,struggling,hybrid_regime,"Roman Catholic, nominal, attends church only for major holidays.",Artisanal copper miner,"Lubumbashi, Democratic Republic of Congo",Jean-Pierre Kabila
P0822,-0.8332,0.3999,-0.6,-0.0168,0.2032,-0.68,-0.1,0.3,-0.8,-0.3515,-0.7295,-0.3501,1,1,sub_saharan_africa,urban,20,female,university,working_class,conflict_zone,"Sunni Muslim, devout and wears a hijab.",Student and part-time tutor,"Mogadishu, Somalia",Aisha Omar
P0823,-0.6,-0.4256,0.5,-0.6929,0.5468,0.5545,0.9,0.9,0.8,0.8235,-0.67,-0.6929,1,2,sub_saharan_africa,rural,55,male,primary,struggling,hybrid_regime,"Ethiopian Orthodox Tewahedo, devout","Subsistence farmer, growing teff and barley","Rural village near Bahir Dar, Ethiopia",Alemayehu Kebede
P0824,0.775,0.775,-0.5,-0.0191,-0.7,-0.562,-0.5,0.7,0.7,0.6497,-0.6497,0.4017,1,2,sub_saharan_africa,urban,32,female,university,working_class,flawed_democracy,"Pentecostal Christian, very devout",Owner of a small tech repair shop,"Lagos, Nigeria",Ngozi Okoro
P0825,-0.76485,0.31655,-0.6,-0.27205,0.18085,0.18575,-0.04999999999999999,0.25,-0.7,0.1021,-0.8019499999999999,-0.4387,2,1,sub_saharan_africa,rural,48,male,secondary,struggling,flawed_democracy,"Roman Catholic, moderately observant",Primary school teacher,"Rural village near Gorongosa National Park, Mozambique",João Silva
P0826,-0.85,0.3999,-0.5,-0.1046,-0.6965,-0.5265,-0.3,-0.3,-0.4,-0.3503,-0.7372,-0.3505,1,1,sub_saharan_africa,peri_urban,28,female,secondary,working_class,flawed_democracy,"Sunni Muslim, observant",Community health worker,"Kibera, Nairobi, Kenya",Amina Hassan
P0827,-0.2751,0.775,0.6,-0.6929,-0.2032,-0.5634,-0.1,-0.1,0.6,0.6497,-0.4502,0.1488,1,2,sub_saharan_africa,urban,60,male,primary,middle_class,stable_democracy,"Presbyterian Christian, moderately observant",Owner of a general provisions store,"Koforidua, Ghana",Kwame Nkrumah
P0828,-0.92495,-0.3506,-0.35,-0.3584,-0.84995,-0.7347,-0.7,-0.9,-0.8500000000000001,-0.5252,-0.6145499999999999,-0.43755,2,4,sub_saharan_africa,urban,23,female,university,working_class,stable_democracy,"Ancestral African spirituality, deeply connected",University student (sociology) and part-time community organizer,"Soweto, Johannesburg, South Africa",Thandiwe Mkhize
P0829,-0.6999,-0.3215,-0.8,-0.817,-0.2,-0.1753,0.4,-0.6,0.2,-0.3501,-0.3524,-0.642,1,3,sub_saharan_africa,rural,40,male,none,struggling,flawed_democracy,"Traditional Turkana beliefs, highly observant","Nomadic pastoralist, herding cattle and goats","Turkana County, Kenya",Lokiru Ekal
P0830,-0.3668,0.775,0.8,0.7375,0.8332,0.911,-0.1,0.8,-0.8,0.642,-0.1033,-0.525,1,5,sub_saharan_africa,urban,52,female,postgraduate,affluent,hybrid_regime,"Roman Catholic, culturally observant",Senior administrator in the Ministry of Education,"Yaoundé, Cameroon",Madeleine Dubois
P0831,-0.4,-0.5,-1.0,-0.9997,-0.7715,0.3627,0.9,-1.0,0.2,0.2554,-0.5825,-0.9997,1,3,sub_saharan_africa,peri_urban,30,female,none,struggling,conflict_zone,"Traditional Dinka beliefs, deeply rooted","Informal trader within the camp, selling vegetables","Bentiu Protection of Civilians Site, South Sudan",Nyakong Deng
